"ruleQuestionId","body","prompt","ruleId","ruleName"
"1817","{""0"":""She {quietly} sat for hours without saying anything.""}","""She <u>quiet / quietly</u> sat for hours without saying anything.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1818","{""0"":""Casey {bluntly} pointed out the mistake I made.""}","""Casey <u>blunt / bluntly</u> pointed out the mistake I made.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1819","{""0"":""The servant {meekly} poured tea for everyone.""}","""The servant <u>meek / meekly</u> poured tea for everyone.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1820","{""0"":""My cousin {haphazardly} threw his clothes on the floor.""}","""My cousin <u>haphazardly / haphazard</u> threw his clothes on the floor.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1821","{""0"":""The exam weighed {heavily} on our minds.""}","""The exam weighed <u>heavy</u> on our minds.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1822","{""0"":""He {messily} threw his clothes on the floor.""}","""He <u>messy</u> threw his clothes on the floor.""","433","""Practice: Adjectives to Adverbs: Consonant Ending and \\""\\""y\\""\\"" Ending"""
"1823","{""0"":""She {happily} jumped around.""}","""She <u>happy</u> jumped around.""","434","""Adjectives to Adverbs: Ending in \\""\\""y\\""\\"""""
"1824","{""0"":""He {angrily} threw his newspaper onto the lawn.""}","""He <u>angry</u> threw his newspaper onto the lawn.""","434","""Adjectives to Adverbs: Ending in \\""\\""y\\""\\"""""
"1825","{""0"":""The puppy {adorably} wagged its tail.""}","""The puppy <u>adorable</u> wagged its tail.""","435","""Adjectives to Adverbs: Ending in \\""\\""le\\""\\"""""
"1826","{""0"":""She {gently} picked the painting up.""}","""She <u>gentle</u> picked the painting up.""","435","""Adjectives to Adverbs: Ending in \\""\\""le\\""\\"""""
"1827","{""0"":""Tom ironed his shirt because it was {wrinkley}.""}","""Tom ironed his shirt because it was <u>wrinkle</u>.""","436","""Practice: Ajectives to Adverbs in \\""\\""le\\""\\"" and \\""\\""e\\""\\"""""
"1828","{""0"":""Denise's thesis was {arguably} the most well written.""}","""Denise's thesis was <u>arguable</u> the most well written.""","436","""Practice: Ajectives to Adverbs in \\""\\""le\\""\\"" and \\""\\""e\\""\\"""""
"1829","{""0"":""James {accurately} impersonated Stephen Colbert.""}","""James <u>accurate</u> impersonated Stephen Colbert.""","436","""Practice: Ajectives to Adverbs in \\""\\""le\\""\\"" and \\""\\""e\\""\\"""""
"1830","{""0"":""Be careful eating that fish, it is full of {bones}."",""1"":""Be careful eating that fish, it is full of {bone}.""}","""Be careful eating that fish, it is full of <u>boney</u>.""","436","""Practice: Ajectives to Adverbs in \\""\\""le\\""\\"" and \\""\\""e\\""\\"""""
"1831","{""0"":""He {rudely} burped in front of everybody.""}","""He <u>rude</u> burped in front of everybody.""","437","""Adjectives to Adverbs: Ending in \\""\\""e\\""\\"""""
"1832","{""0"":""The girls {safely} made it home.""}","""The girls <u>safe</u> made it home.""","437","""Adjectives to Adverbs: Ending in \\""\\""e\\""\\"""""
"1833","{""0"":""I {can't} eat any more pie.""}","""I <u>can not</u> eat any more pie.""","438","""Can't"""
"1834","{""0"":""He {can't} make this shot.""}","""He <u>can not</u> make this shot.""","438","""Can't"""
"1835","{""0"":""I {can't} come into work today because I feel sick.""}","""I <u>can not</u> come into work today because I feel sick.""","439","""Practice: Can't, Won't"""
"1836","{""0"":""In space, you {can't} pour coffee into a cup like you can here.""}","""In space, you <u>can not</u> pour coffee into a cup like you can here.""","439","""Practice: Can't, Won't"""
"1837","{""0"":""If you pick at that scab, it {won't} heal quickly.""}","""If you pick at that scab, it <u>will not</u> heal quickly.""","439","""Practice: Can't, Won't"""
"1838","{""0"":""He said he {won't} go play outside.""}","""He said he <u>will not</u> go play outside.""","439","""Practice: Can't, Won't"""
"1839","{""0"":""If you don't study, you {won't} do well on the test.""}","""If you don't study, you <u>will not</u> do well on the test.""","439","""Practice: Can't, Won't"""
"1840","{""0"":""I {won't} go on that roller coaster.""}","""I <u>will not</u> go on that roller coaster.""","440","""Won't"""
"1841","{""0"":""He told me he {won't} go to school today.""}","""He told me he <u>will not</u> go to school today.""","440","""Won't"""
"1842","{""0"":""{I've} been seeing some strange things recently.""}","""<u>I have</u> been seeing some strange things recently.""","441","""I've"""
"1843","{""0"":""{I've} never been here before.""}","""<u>I have</u> never been here before.""","441","""I've"""
"1844","{""0"":""{I've} never been so happy to get home.""}","""<u>I have</u> never been so happy to get home.""","442","""Practice: I've, That's, It's"""
"1845","{""0"":""If you like marzipan, then {I've} got a treat for you.""}","""If you like marzipan, then <u>I have</u> got a treat for you.""","442","""Practice: I've, That's, It's"""
"1846","{""0"":""I think {that's} pretty much it.""}","""I think <u>that is</u> pretty much it.""","442","""Practice: I've, That's, It's"""
"1847","{""0"":""{That's} the best cup of tea I've ever had.""}","""<u>That is</u> the best cup of tea I've ever had.""","442","""Practice: I've, That's, It's"""
"1848","{""0"":""I don't think {it's} a good idea to jump across that gap.""}","""I don't think <u>it is</u> a good idea to jump across that gap.""","442","""Practice: I've, That's, It's"""
"1849","{""0"":""I think {it's} almost 9:30pm.""}","""I think <u>it is</u> almost 9:30pm.""","442","""Practice: I've, That's, It's"""
"1850","{""0"":""I think {that's} a four leaf clover.""}","""I think <u>that is</u> a four leaf clover.""","443","""That's"""
"1851","{""0"":""{That's} the last straw.""}","""<u>That is</u> the last straw.""","443","""That's"""
"1852","{""0"":""{It's} a really good thing I brought my raincoat.""}","""<u>It is</u> a really good thing I brought my raincoat.""","444","""It's"""
"1853","{""0"":""{It's} such a shame you are leaving so soon.""}","""<u>It is</u> such a shame you are leaving so soon.""","444","""It's"""
"1854","{""0"":""{I'm} really excited to go to college.""}","""<u>I am</u> really excited to go to college.""","445","""Practice: Contractions"""
"1855","{""0"":""{I'm} going to visit my uncle in New York.""}","""<u>I am</u> going to visit my uncle in New York.""","445","""Practice: Contractions"""
"1856","{""0"":""{I'm} not sure we should be here.""}","""<u>I am</u> not sure we should be here.""","446","""I'm, You're, Let's"""
"1857","{""0"":""{I'm} going horseback riding this weekend.""}","""<u>I am</u> going horseback riding this weekend.""","446","""I'm, You're, Let's"""
"1858","{""0"":""I heard that {you're} working at the community theater.""}","""I heard that <u>you are</u> working at the community theater.""","446","""I'm, You're, Let's"""
"1859","{""0"":""{You're} all running in the race this weekend.""}","""<u>You are</u> all running in the race this weekend.""","446","""I'm, You're, Let's"""
"1860","{""0"":""{Let's} celebrate our last day of school together.""}","""<u>Let us</u> celebrate our last day of school together.""","446","""I'm, You're, Let's"""
"1861","{""0"":""{Let's} do this!""}","""<u>Let us</u> do this!""","446","""I'm, You're, Let's"""
"1862","{""0"":""{You're} in big trouble for messing up the principal's car.""}","""<u>You are</u> in big trouble for messing up the principal's car.""","447","""You're"""
"1863","{""0"":""{You're} all very energetic today.""}","""<u>You are</u> all very energetic today.""","447","""You're"""
"1864","{""0"":""{Let's} go!""}","""<u>Let us</u> go!""","448","""Let's"""
"1865","{""0"":""{Let's} go to the boardwalk tonight for some fun.""}","""<u>Let us</u> go to the boardwalk tonight for some fun.""","448","""Let's"""
"1866","{""0"":""I {haven't} played lacrosse in awhile.""}","""I <u>have not</u> played lacrosse in awhile.""","449","""Haven't"""
"1867","{""0"":""We {haven't} eaten dinner yet.""}","""We <u>have not</u> eaten dinner yet.""","449","""Haven't"""
"1868","{""0"":""I {haven't} ever crocheted a cap before.""}","""I <u>have not</u> ever crocheted a cap before.""","450","""Practice: Haven't, Don't"""
"1869","{""0"":""I {haven't} visited the Eiffel Tower.""}","""I <u>have not</u> visited the Eiffel Tower.""","450","""Practice: Haven't, Don't"""
"1870","{""0"":""I {haven't} tried the cheese.""}","""I <u>have not</u> tried the cheese.""","450","""Practice: Haven't, Don't"""
"1871","{""0"":""When bears hibernate, they {don't} wake up for months.""}","""When bears hibernate, they <u>do not</u> wake up for months.""","450","""Practice: Haven't, Don't"""
"1872","{""0"":""They {don't} know how to pitch a tent by themselves.""}","""They <u>do not</u> know how to pitch a tent by themselves.""","450","""Practice: Haven't, Don't"""
"1873","{""0"":""{Don't} yell in the library.""}","""<u>Do not</u> yell in the library.""","450","""Practice: Haven't, Don't"""
"1874","{""0"":""Please {don't} dive in the shallow end of the pool.""}","""Please <u>do not</u> dive in the shallow end of the pool.""","451","""Practice: Contractions"""
"1875","{""0"":""I {don't} think we have a test today.""}","""I <u>do not</u> think we have a test today.""","451","""Practice: Contractions"""
"1876","{""0"":""I sent the letter to {22 Periwinkle Way, Miami, Florida 01234}.""}","""I sent the letter to <u>22 Periwinkle Way, Miami, Florida 01234 / 22 Periwinkle Way Miami Florida 01234</u>.""","452","""Use Commas in Addresses"""
"1877","{""0"":""The taxi is taking me to {14 Sesame Street, Chicago, Illinois 01234}.""}","""The taxi is taking me to <u>14 Sesame Street, Chicago, Illinois 01234 / 14 Sesame Street Chicago Illinois 01234.</u>""","452","""Use Commas in Addresses"""
"1878","{""0"":""I now work at {44 Fifth Street, Portland, Maine 01234}.""}","""I now work at 44 Fifth Street Portland, Maine, 01234.""","453","""Practice: Use Commas in Addresses"""
"1879","{""0"":""Please mail the package to {82 Hart St., Brooklyn, NY 11237}.""}","""Please mail the package to 82 Hart St. Brooklyn NY 11237.""","453","""Practice: Use Commas in Addresses"""
"1880","{""0"":""My hotel's address is {121 Deck House Road, Edgecomb, ME 04440}.""}","""My hotel's address is 121 Deck House Road Edgecomb ME 04440.""","453","""Practice: Use Commas in Addresses"""
"1881","{""0"":""We just moved to {52 Canoe Hill Road, New Canaan, CT 06840}.""}","""We just moved to 52 Canoe Hill Road New Canaan CT 06840.""","453","""Practice: Use Commas in Addresses"""
"1882","{""0"":""In one mile, we should arrive at {23 Main St., Fairfax, VA 22030}.""}","""In one mile, we should arrive at 23 Main St. Fairfax VA 22030.""","453","""Practice: Use Commas in Addresses"""
"1883","{""0"":""The White House is located at 1600 Pennsylvania {Ave., Washington,} DC 20500.""}","""The White House is located at 1600 Pennsylvania Ave. Washington DC 20500.""","453","""Practice: Use Commas in Addresses"""
"1884","{""0"":""I {lost} many games before becoming this skilled.""}","""I <u>lose / lost</u> many games before becoming this skilled.""","454","""Lost"""
"1885","{""0"":""Adrian checked the {lost} luggage for his bag.""}","""Adrian checked the <u>lose / lost</u> luggage for his bag.""","454","""Lost"""
"1886","{""0"":""I would not say that this is a {lost} cause.""}","""I would not say that this is a <u>lose</u> cause.""","455","""Practice: Made, Lost, Gone"""
"1887","{""0"":""In all likelihood, the {lost} keys are on the counter.""}","""In all likelihood, the <u>lose</u> keys are on the counter.""","455","""Practice: Made, Lost, Gone"""
"1888","{""0"":""I have {lost} my way.""}","""I have <u>lose</u> my way.""","455","""Practice: Made, Lost, Gone"""
"1889","{""0"":""All is not {lost}.""}","""All is not <u>lose</u>.""","455","""Practice: Made, Lost, Gone"""
"1890","{""0"":""She has {lost} her ID.""}","""She has <u>lose</u> her ID.""","455","""Practice: Made, Lost, Gone"""
"1891","{""0"":""My {lost} ferret was in the yard this whole time.""}","""My <u>lose</u> ferret was in the yard this whole time.""","455","""Practice: Made, Lost, Gone"""
"1892","{""0"":""I found the {lost} footage of that documentary.""}","""I found the <u>lose</u> footage of that documentary.""","455","""Practice: Made, Lost, Gone"""
"1893","{""0"":""The long {lost} sisters were reunited.""}","""The long <u>lose</u> sisters were reunited.""","455","""Practice: Made, Lost, Gone"""
